ID,CENTER,FY,SIC,NAICS,STATE,PRODUCTS,EC_plant_cost,EC_plant_usage
AM0001,AM,1987,3671,,TX,MICRO & MINI COMPUTERS,184985,2560082
AM0002,AM,1987,2761,,TX,BUSINESS FORMS,267702,4867233
AM0003,AM,1987,3494,,TX,SAFETY JOINTS & VALVES,129334,1723036
AM0004,AM,1987,3713,,TX,TRUCKS BEDS & TRAILERS,53511,483880
AM0005,AM,1987,2024,,TX,ICE CREAM,174617,2868113
AM0006,AM,1987,2048,,TX,FEED & MEAT PROCESSING,78005,1004396
AM0007,AM,1987,3559,,TX,NG LIQUIDS PROCES EQUIPMENT,118029,2157093
AM0008,AM,1987,2448,,TX,"WOODEN PALLETS,VENEERS",78950,839683
AM0009,AM,1987,2796,,TX,LIGHOGRAPHIC PLATES,249501,4589977
AM0010,AM,1987,2752,,TX,LETHOGRAPHIC PRINTING,261955,4626026
AM0011,AM,1987,2673,,TX,MISCELLANEOUS PLASTICS,508387,12702521
AM0012,AM,1987,3089,,TX,PLASTIC HOUSEWARES,196896,4116061
AM0013,AM,1987,3089,,TX,INJECTION-MOLDED PLASTIC,50121,1055979
AM0014,AM,1987,3448,,TX,PREFABRICATED METAL BUILDINGS,36539,483880
AM0015,AM,1987,2865,,TX,CONCENTRATE FOR PLASTICS,28480,279015
AM0016,AM,1988,3089,,TX,PLASTIC CONTAINERS,204940,4851114
AM0017,AM,1988,3993,,TX,ILLUMINATED PLASTIC SIGNS,60069,883939
AM0018,AM,1988,3585,,TX,EVAPORATORS & CONDENSERS,22539,351114
AM0019,AM,1988,2499,,TX,PEG BOARD PANELS,20289,264947
AM0020,AM,1988,3479,,TX,GALVANIZED FENCING,30201,312427
AM0021,AM,1988,3085,,TX,PLASTIC CONTAINERS,528507,9645076
AM0022,AM,1988,3585,,TX,REFRIGERATION COILS,48627,833822
AM0023,AM,1988,2449,,TX,VENEERED FRUIT,14059,162075
AM0024,AM,1988,3585,,TX,COPPER MANIFOLDS,15852,189625
AM0025,AM,1988,2013,,TX,BEEF PATTIES,74177,1674678
AM0026,AM,1988,3714,,TX,AUTO AIR CONDITIONER COMPRESSORS,170004,2866940
AM0027,AM,1988,2653,,TX,CORREGATED SHIPPING CONTAINERS,155665,3073271
AM0028,AM,1988,2653,,TX,CORREGATED PAPER CONTAINERS,186318,3546014
AM0029,AM,1988,2448,,TX,WOODEN PALLETS,120139,1443728
AM0030,AM,1988,3585,,TX,AIR CONDITIONING EQUIPMENT,41798,543083
AM0031,AM,1988,2819,,TX,CATALYST CARRIERS,125987,1985932
AM0032,AM,1988,2879,,TX,"INSECTICIDES, HERBICIDES",119053,1936401
AM0033,AM,1988,2048,,TX,CATTLE & HORSES PROCESS,465245,10709848
AM0034,AM,1988,2051,,TX,FRUIT CAKES,12857,220106
AM0035,AM,1988,3535,,TX,AERIAL HYDRAULIC LIFTS,57435,1099941
AM0036,AM,1988,3452,,TX,STEEL & ALUMINUM FASTENERS,482750,11427022
AM0037,AM,1988,3545,,TX,CARBIDE INSERTS,84769,1364889
AM0038,AM,1988,2891,,TX,CHEMICAL FORMULATIONS,30961,412954
AM0039,AM,1988,3315,,TX,WELDED WIRE FABRIC,106364,1725967
AM0040,AM,1988,2657,,TX,FOLDING BOXES,39514,721864
AM0041,AM,1988,2431,,TX,PRE-HUNG DOOR UNITS,91650,1143025
AM0042,AM,1988,3448,,TX,PREFABRICATED STEEL,74160,1258499
AM0043,AM,1988,2451,,TX,MANUFACTURED HOUSING,36465,519637
AM0044,AM,1988,3325,,TX,STEEL CASTINGS,893000,17505862
AM0045,AM,1988,3593,,TX,"CYLINDERS, PUMPS, MOTORS",25630,352579
AM0046,AM,1989,2099,,TX,PREPARED SALADS,40534,726553
AM0047,AM,1989,3443,,TX,STORAGE TANKS & VESSELS,227621,4383353
AM0048,AM,1989,3624,,TX,OIL FIELD RELATED PRODS.,240506,3805100
AM0049,AM,1989,3441,,TX,FABRICATED STEEL PRODUCTS,121479,1844959
AM0050,AM,1989,3792,,TX,TRAVEL TRAILERS,40321,668230
AM0051,AM,1989,3448,,TX,MODULAR BUILDINGS,74513,1157093
AM0052,AM,1989,2096,,TX,POTATO & CORN CHIPS,293578,6441677
AM0053,AM,1989,3398,,TX,HEAT TREATED METAL PARTS,24806,343787
AM0054,AM,1989,2421,,TX,ROUGH & MILLED WOOD,97693,1322978
AM0055,AM,1989,2813,,TX,LIQUID CARBON DIOXIDE,534247,11597890
AM0056,AM,1989,2048,,TX,LIVESTOCK & POULTRY FEED,73582,1657972
AM0057,AM,1989,2531,,TX,FURNITURE FOR CHURCHES,84831,1301876
AM0058,AM,1989,2679,,TX,PAPER FIBER INSULATION,44711,453986
AM0059,AM,1989,3449,,TX,STEEL,34163,396542
AM0060,AM,1989,3479,,TX,STEEL CASING AND TUBING,301358,6276671
AM0061,AM,1989,2653,,TX,CORRUGATED CONTAINERS,217470,4346131
AM0062,AM,1989,3533,,TX,OILFIELD VALVES & EQUIPMENT,40591,625147
AM0063,AM,1989,3492,,TX,PRESSURE CONTROL EQUIPMENT,110381,1871923
AM0064,AM,1989,3494,,TX,PLASTIC LINED PIPES,261894,4370457
AM0065,AM,1989,3571,,TX,COMPUTER CONTROL SYSTEMS,332736,6885991
AM0066,AM,1989,3061,,TX,RUBBER OIL-WELL EQUIPMENT,89599,1361958
AM0067,AM,1989,2261,,TX,STONE-WASHED JEANS,244958,4470985
AM0068,AM,1989,3452,,TX,"RING GASKETS,BOLTS,NUTS",221183,4791911
AM0069,AM,1989,3823,,TX,ELECTRONIC FLOW COMPUTERS,562737,11094080
AM0070,AM,1989,3823,,TX,INDUSTR. MICROPROCESSORS,167607,3395956
AM0071,AM,1989,3546,,TX,PNEUMATIC HAND TOOLS,361428,8204865
AM0072,AM,1989,3533,,TX,OIL FIELD TOOLS,370650,8521981
AM0073,AM,1989,2952,,TX,ASPHALT ROOFING SHINGLES,119672,2199883
AM0074,AM,1989,3053,,TX,RUBBER SHEETING,295400,5823564
AM0075,AM,1989,2096,,TX,POTATO & CORN CHIPS,146411,2677022
AM0076,AM,1990,3479,,TX,PIPECOATING,269266,3456917
AM0077,AM,1990,3498,,TX,OIL FIELD TUBING,71548,1092028
AM0078,AM,1990,2752,,TX,COMMERCIAL PRINTING,404260,8257034
AM0079,AM,1990,3433,,TX,HEAT EXCHANGERS,90870,1468054
AM0080,AM,1990,3547,,TX,ROLLING MILL MACHINERY,103553,1694021
AM0081,AM,1990,3443,,TX,CUSTOM MACHINE SHOP,146572,2748535
AM0082,AM,1990,3537,,TX,HYDRAULIC EQUIPMENT,119791,1997655
AM0083,AM,1990,3533,,TX,OIL FIELD EQUIPMENT,269121,5092907
AM0084,AM,1990,3443,,TX,SHELL TUBE HEAT EXCHANGE MANUFACTURE,81475,1283998
AM0085,AM,1990,3423,,TX,AGRICULTURE MACHINERY,91147,1089390
AM0086,AM,1990,3086,,TX,"FOAMED PLASTIC, PADDING",127928,2441090
AM0087,AM,1990,3632,,TX,SMALL FREEZERS,120508,2123974
AM0088,AM,1990,3053,,TX,MOLDED RUBBER GASKETS,56895,960141
AM0089,AM,1990,3648,,TX,STREET LIGHTING STANDARDS,87946,1438453
AM0090,AM,1990,3261,,TX,VITREOUS CHINA WARE,221474,3450176
AM0091,AM,1990,2491,,TX,TREATED LUMBER,137743,1986811
AM0092,AM,1990,2023,,TX,FROZEN YOGURT MIXTURE,660398,16060962
AM0093,AM,1990,2086,,TX,SOFT DRINKS,176276,2786049
AM0094,AM,1990,3599,,TX,MACHINE SHOP JOBS,223672,3633060
AM0095,AM,1990,3462,,TX,"FORGINGS,STEEL,TITANIUM",262384,5255569
AM0096,AM,1990,2048,,TX,POULTRY FEED AND EGGS,121313,2090270
AM0097,AM,1990,2011,,TX,FRESH MEAT AND SAUSAGES,91372,1470106
AM0098,AM,1990,3691,,TX,LEAD ACID BATTERIES,519900,10990035
AM0099,AM,1990,3431,,TX,ENAMELED STEEL PLUMBING,315720,5704572
AM0100,AM,1990,3089,,TX,ACRYLIC & GLASS SKYLIGHT,18736,225088
AM0101,AM,1990,2096,,TX,POTATO AND CORN CHIPS,443437,10279895
AM0102,AM,1990,2086,,TX,SOFT DRINKS,115293,1657093
AM0103,AM,1990,3511,,TX,GAS TURBINE COGENERATORS,217006,3829133
AM0104,AM,1990,3443,,TX,HEAT EXCHANGERS,117862,1869285
AM0105,AM,1990,3498,,TX,PIPE THREADS & COUPLINGS,314254,6426143
AM0106,AM,1991,3561,,TX,OIL PUMPING UNITS,249327,4857562
AM0107,AM,1991,3715,,TX,TRUCK TRAILERS,259570,5055393
AM0108,AM,1991,3081,,TX,COOLING TOWER PARTS,105562,1612544
AM0109,AM,1991,3479,,TX,VINYL COATING,99352,1650059
AM0110,AM,1991,3533,,TX,DRILL FLUID CONDITIONING EQUIPMENT,76461,1060961
AM0111,AM,1991,2951,,TX,"HOT MIX ASPHALT,CONCRETE",62110,586166
AM0112,AM,1991,2064,,TX,HARD CANDIES,128565,2604045
AM0113,AM,1991,3322,,TX,IRON CASTINGS,3056035,76386285
AM0114,AM,1991,3823,,TX,DATA ACQUISITION SYSTEMS,131640,2136870
AM0115,AM,1991,2741,,TX,"MAGAZINES, BROCHURES",170063,3000586
AM0116,AM,1991,3462,,TX,STEEL FORGING,88379,1112837
AM0117,AM,1991,3449,,TX,STEEL REINFORCING BARS,52725,803341
AM0118,AM,1991,3469,,TX,STAINLESS STEEL EQUIPMENT,67106,1177608
AM0119,AM,1991,2013,,TX,PROCESSED MEATS,63549,1411489
AM0120,AM,1991,3537,,TX,AIRCRAFT GROUND POWER,106867,1640680
AM0121,AM,1991,2015,,TX,BEEF & CHICKEN PRODUCTS,161349,2535756
AM0122,AM,1991,2421,,TX,HARDWOOD LUMBER,100991,2068288
AM0123,AM,1991,2752,,TX,PRINTED NEWSPAPER ADVERTISEMENTS,212190,3788980
AM0124,AM,1991,2891,,TX,ADHESIVES AND CAULKS,63363,1048359
AM0125,AM,1991,3441,,TX,STEEL POLES,84276,1823857
AM0126,AM,1991,2051,,TX,CAKES AND COOKIES,109345,1521981
AM0127,AM,1991,3593,,TX,HYDRAULIC POWER PRODUCTS,90685,1756741
AM0128,AM,1991,3471,,TX,HYDRAULIC CYLINDER SHAFT,146802,2273740
AM0129,AM,1991,2761,,TX,BUSINESS FORMS,74928,1820047
AM0130,AM,1991,2431,,TX,"DOOR JAMS, STEPS, & TRIM",140503,1869871
AM0131,AM,1991,2431,,TX,WOOD MOLDINGS & SHAVINGS,98384,1900059
AM0132,AM,1991,3496,,TX,WIRE GARMENT HANGERS,71215,1030774
AM0133,AM,1991,3365,,TX,ALUMINUM ALLOY AIRCRAFT,219903,4303341
AM0134,AM,1991,2211,,TX,SANFORIZED COTTON,1320682,34415299
AM0135,AM,1991,3471,,TX,REMANUFACTURING OF CRANKSHAFTS,68606,1072685
AM0136,AM,1992,2434,,TX,WOODEN CABINETS,73930,996483
AM0137,AM,1992,2051,,TX,HAMBURGER BUNS & MUFFINS,231683,4663834
AM0138,AM,1992,3273,,TX,"SAND, GRAVEL, CONCRETE",342722,3311841
AM0139,AM,1992,2951,,TX,ASPHALT PAVING MIXTURES,131675,827374
AM0140,AM,1992,3433,,TX,FIREPLACES,53895,644490
AM0141,AM,1992,2038,,TX,"TACOS,TAQUITOS,BURRITOS",661720,11453400
AM0142,AM,1992,2048,,TX,"DAIRY,LIVESTOCK,POULTRY",91794,906213
AM0143,AM,1992,2421,,TX,HARDWOOD LUMBER BLANKS,49774,604924
AM0144,AM,1992,2431,,TX,HARDWOOD LUMBER,72610,1010258
AM0145,AM,1992,2099,,TX,MILITARY READY-EAT MEALS,79143,1620750
AM0146,AM,1992,2051,,TX,"BREAD,BROWNIES,COOKIES",123678,2524326
AM0147,AM,1992,2869,,TX,INDUSTRIAL CHEMICALS,644170,14586753
AM0148,AM,1992,2522,,TX,OFFICE CHAIRS,66362,1177022
AM0149,AM,1992,2851,,TX,"MASTICS,METAL SHEETS,ADHESIVE",46519,466589
AM0150,AM,1992,2013,,TX,GROUND HAM AND BEEF,71341,1348183
AM0151,AM,1992,3443,,TX,"TURBULATORS,HEAT EXCHANGERS",109198,1348769
AM0152,AM,1992,2026,,TX,MILK,183457,3338804
AM0153,AM,1992,3089,,TX,MOLDED & EXTRUDED TEFLON,210795,3501759
AM0154,AM,1992,3089,,TX,TEFLON INJECTION MOLDING,128175,2459848
AM0155,AM,1992,2211,,TX,"COTTON,POLYESTER TEXTILE",722874,16329719
AM0156,AM,1992,2048,,TX,SALT FOR ANIMAL CONSUMPTION,210050,3135991
AM0157,AM,1992,3462,,TX,STEEL FORGINGS,283804,4036929
AM0158,AM,1992,3479,,TX,METAL CLEANING,510692,9296600
AM0159,AM,1992,3412,,TX,STEEL SHIPPING CONTAINERS,333208,4800703
AM0160,AM,1992,3341,,TX,ZINC DUST & ZINC INGOTS,337384,6546893
AM0161,AM,1992,3731,,TX,SHIP BUILDING & REPAIRS,103940,1453986
AM0162,AM,1992,3731,,TX,ship repair,90034,1145369
AM0163,AM,1992,2899,,TX,SALT,289568,4365182
AM0164,AM,1992,3317,,TX,STEEL TUBING & CASINGS,382220,4113716
AM0165,AM,1992,2677,,TX,envelopes,286959,5907093
AM0166,AM,1993,3221,,TX,glass containers,1799024,39709555
AM0167,AM,1993,2869,,TX,fuel additives & lubricants,1193706,29940211
AM0168,AM,1993,3533,,TX,down hole oil well euipment,301390,5338511
AM0169,AM,1993,3533,,TX,oil and gas drilling equipment,117980,1454279
AM0170,AM,1993,3533,,TX,BLOWOUT PREVENTERS,666273,13728898
AM0171,AM,1993,3443,,TX,steel plate tank heads,491985,7868406
AM0172,AM,1993,3292,,TX,petroleum pipe insulation,53858,976260
AM0173,AM,1993,2819,,TX,hydrogen peroxide and butyllithium,1339944,34665006
AM0174,AM,1993,3533,,TX,downhole drilling and fishing tools,160895,1842614
AM0175,AM,1993,3315,,TX,welded wire fabric mesh,315135,3846718
AM0176,AM,1993,2841,,TX,"liquid detergents , disinfectants",143050,2200176
AM0177,AM,1993,3357,,TX,"geophones, connectors and cables",289087,4199590
AM0178,AM,1993,3441,,TX,Metal utility poles,203348,2509672
AM0179,AM,1993,3448,,TX,"Pre-fabricated steel buildings, stee",296499,4128371
AM0180,AM,1993,2653,,TX,knocked-down corrugated cardboard bo,68191,895662
AM0181,AM,1993,2441,,TX,wooden crates and boxes,58583,725674
AM0182,AM,1993,3341,,TX,scrap metal,767110,7957210
AM0183,AM,1993,3053,,TX,gaskets,232727,3861665
AM0184,AM,1993,3441,,TX,repair and manufacture of prefabrica,365675,5372509
AM0185,AM,1993,3273,,TX,ready mix concrete,60295,596131
AM0186,AM,1993,3533,,TX,petroleum drilling drill bits,1299446,26932591
AM0187,AM,1993,2676,,TX,disposable diapers,652579,26932591
AM0188,AM,1993,3069,,TX,miscellaneous extruded rubber products,180206,2643318
AM0189,AM,1993,3351,,TX,Machining and welding metal products for oil and natural gas,91160,1152989
AM0190,AM,1993,3533,,TX,"natural gas compressors, oil field machinery, electric & pne",90557,1136284
AM0191,AM,1993,3433,,TX,ornamental and wood burning fire places,123543,1686108
AM0192,AM,1993,3821,,TX,"precision instruments for primary and secondary standards, r",118261,1798066
AM0193,AM,1993,3535,,TX,pneumatic conveying equipment,75172,979191
AM0194,AM,1993,2851,,TX,paint,109653,1232708
AM0195,AM,1993,3825,,TX,integrated circuit testing equipment,217878,3679074
AM0196,AM,1994,2671,,TX,Printed heavy-duty plastic film shipping sacks,909834,20723330
AM0197,AM,1994,2653,,TX,Corrugated shipping containers,238503,4361958
AM0198,AM,1994,2051,,TX,"Bread, hamburger and hot dog buns, rolls",246771,5241794
AM0199,AM,1994,3354,,TX,"Aluminum extrusions, aluminum stadium seats, insulated glass",442600,9189039
AM0200,AM,1994,3341,,TX,Aluminum extrusion ingots,54703,1135698
AM0201,AM,1994,3491,,TX,"Kelly and wireline valves, drill pipe, oil well tools",485113,6779602
AM0202,AM,1994,3511,,TX,Industrial gass turbine generator sets,142780,1714537
AM0203,AM,1994,3564,,TX,"Room air conditioners, split system type air conditioners",473491,8199883
AM0204,AM,1994,3433,,TX,"Heating, Air conditioning, ventilating equipment",212625,3838511
AM0205,AM,1994,2673,,TX,"Reinforced plastic bags, reinforced plastic sheets and tubes",271925,4300117
AM0206,AM,1994,3533,,TX,"Buckets, water screens, and custom fabrications",71630,742087
AM0207,AM,1994,3498,,TX,Heat exchanger and hydraulic fin tubing,82695,977140
AM0208,AM,1994,2842,,TX,"Windshield solvent, hair spray, tire repair sealants, auto c",127225,1572978
AM0209,AM,1994,3496,,TX,Wire garment hangers,195979,4638922
AM0210,AM,1994,2711,,TX,Newspapers,85271,1388335
AM0211,AM,1994,3069,,TX,Molded rubber products for the oil field and automotive indu,600535,11684350
AM0212,AM,1994,2026,,TX,"Milk, chocolate milk, apple and orange juice, orange drink,",283041,5603752
AM0213,AM,1994,2011,,TX,Beef and beef products,182339,2806272
AM0214,AM,1994,3315,,TX,High and low carbon steel wiredrawing,238150,3138628
AM0215,AM,1994,3533,,TX,Polycrystalline diamond drill bits,86483,1206331
AM0216,AM,1994,2013,,TX,"Chicken & beef fajitas, barbecue brisket, pork & beef sausag",175731,2630715
AM0217,AM,1994,2013,,TX,"Snack food products (sausages, beef jerky, pig's feet, pickl",116848,1512310
AM0218,AM,1994,2051,,TX,Sausage rolls,40353,741208
AM0219,AM,1994,2711,,TX,Newspapers,194634,3552462
AM0220,AM,1994,3089,,TX,"Plastic ice chests & containers, beverage coolers",1791121,34546308
AM0221,AM,1994,3325,,TX,"Carbon, alloy, stainless steel castings",1245074,28475088
AM0222,AM,1994,3365,,TX,Aluminum sand castings,88943,1412954
AM0223,AM,1994,2711,,TX,Newspapers,68393,799531
AM0224,AM,1994,3069,,TX,"Rubber balloons, mylar balloons, kites",94789,1435229
AM0225,AM,1994,3398,,TX,Commercial Heat Treating of Metals,523395,7734760
AM0226,AM,1995,3251,,TX,Bricks,526256,9207503
AM0227,AM,1995,3443,,TX,Air cooled heat exchangers,499711,6979484
AM0228,AM,1995,3085,,TX,Polyethylene bottles,860304,16941970
AM0229,AM,1995,2673,,TX,Zip-close reusable plastic film storage bags,401685,7334115
AM0230,AM,1995,2024,,TX,Ice cream,179388,3123681
AM0231,AM,1995,2436,,TX,Plywood,1883776,40215417
AM0232,AM,1995,2096,,TX,Packaged snack foods and tortilla chips,61765,660903
AM0233,AM,1995,2013,,TX,"Processed meats, frozen concentrated soups",649406,12988277
AM0234,AM,1995,2731,,TX,"Printing of collectors book, county history books",742253,14148593
AM0235,AM,1995,2519,,TX,Flexible fiberglass furniture and school furniture,451068,6845252
AM0236,AM,1995,3086,,TX,"Urethane foam carpet cushioning, urethane foam for furniture",493788,7928781
AM0237,AM,1995,2221,,TX,"Fiberglass composite fabrics, weave specialty fabrics",578972,10037222
AM0238,AM,1995,3317,,TX,"Carbon and alloy steel, seamless and welded, pipe and tubing",1448333,32234174
AM0239,AM,1995,3089,,TX,Recycling and densifying of plastics into granules,153215,1747655
AM0240,AM,1995,2673,,TX,Plastic produce bags,255132,4449883
AM0241,AM,1995,3599,,TX,"Honing, Boring, Straightening and Sawing Steel Tubing",100676,1474209
AM0242,AM,1995,2426,,TX,Semi-finished and finished truck trailer stock,87714,1054513
AM0243,AM,1995,3083,,TX,Truck shells,77528,920281
AM0244,AM,1995,2086,,TX,Carbonated soft drinks and hot fill drinks,215537,4261430
AM0245,AM,1995,3317,,TX,"Welded steel tube, fabricated steel line pipe and mechanical",692210,17924971
AM0246,AM,1995,3714,,TX,Motor vehicle exhaust system parts,239328,3021102
AM0247,AM,1995,3363,,TX,Aluminum die castings,365653,6837632
AM0248,AM,1995,3471,,TX,Chrome and nickel plating,143656,2337046
AM0249,AM,1995,2086,,TX,Soft drinks,334132,5383060
AM0250,AM,1995,3494,,TX,Finished vessel flanges,153512,1761430
AM0251,AM,1995,3087,,TX,Custom compounding of purchased resins,225567,4060082
AM0252,AM,1995,3443,,TX,Steel weldments,86113,1125733
AM0253,AM,1995,3325,,TX,Alloy steel castings,848974,16808910
AM0254,AM,1995,2431,,TX,Doors,94760,1296600
AM0255,AM,1995,3599,,TX,Machined parts,220400,3681419
AM0256,AM,1996,3494,,TX,Piping and pressure vessel connections,175091,3427315
AM0257,AM,1996,3231,,TX,Mirrors,92650,1977726
AM0258,AM,1996,3089,,TX,Thread and line pipe protectors,142342,2696366
AM0259,AM,1996,3471,,TX,"Grinding & electroplating of metals, hard chrome and electro",135351,3234467
AM0260,AM,1996,3053,,TX,"O-rings, lip seals, V-packing",96917,1806272
AM0261,AM,1996,2086,,TX,Soft drinks,302974,6981829
AM0262,AM,1996,3523,,TX,Agricultural gasoline-powered sprayers,30383,587046
AM0263,AM,1996,2086,,TX,Bottled soft drinks,344963,8054514
AM0264,AM,1996,2531,,TX,"School furniture, including dorm and lab furniture",59067,1180832
AM0265,AM,1996,3821,,TX,Chemical laboratory molded epoxy sinks and work surfaces,82022,2220692
AM0266,AM,1996,3069,,TX,Bridge & slide bearings,66327,1662954
AM0267,AM,1996,2095,,TX,"Coffee, Tea",296850,7765240
AM0268,AM,1996,3724,,TX,Titanium & inconel aircraft engine components,420896,10061548
AM0269,AM,1996,2653,,TX,Corrugated paperboard,100540,2721278
AM0270,AM,1996,3357,,TX,"Insulated electric heating/freezing protection for pipes, va",95676,2597011
AM0271,AM,1996,3648,,TX,Commercial & Industrial Indoor and outdoor lighting fixtures,97449,1879836
AM0272,AM,1996,3087,,TX,Custom compounding of purchased resins,334876,10859027
AM0273,AM,1996,3089,,TX,Fiberglass roofing shingle mats,422961,12501759
AM0274,AM,1996,3443,,TX,Tank heads and mold boards,163643,6551876
AM0275,AM,1996,2090,,TX,"Shrimp, fish, scallops",124536,2796893
AM0276,AM,1996,2086,,TX,Soft drinks,379203,10779602
AM0277,AM,1996,3089,,TX,Woven polypropylene plastic bags,85088,1631301
AM0278,AM,1996,2782,,TX,Vinyl binders and business accessories,139381,3399179
AM0279,AM,1996,2761,,TX,Business forms,90616,3042790
AM0280,AM,1996,3053,,TX,"Rubber, metal, and plastic gaskets and plastic shims",43638,933470
AM0281,AM,1996,2092,,TX,Shrimp & Catfish,89064,1570047
AM0282,AM,1996,3081,,TX,Polypropylene and polyethylene plastic slip sheets,36584,530481
AM0283,AM,1996,2024,,TX,Frozen desserts,582310,16487984
AM0284,AM,1996,3694,,TX,Automotive parts,119015,3123388
AM0285,AM,1996,3081,,TX,Plastic film,596639,19784291
AM0286,AM,1997,3081,,TX,Polyethylene sheeting,456387,15339391
AM0287,AM,1997,3533,,TX,Oilfield service equipment,273343,5084994
AM0288,AM,1997,3069,,TX,Molded rubber products,69464,1474209
AM0289,AM,1997,3519,,TX,"Diesel engine fuel injection components, diesel engine parts",77041,1898300
AM0290,AM,1997,3731,,TX,"Barges, repaired & built",267948,7868699
AM0291,AM,1997,2653,,TX,Corrugated fiberboard sheets,83111,2280188
AM0292,AM,1997,2013,,TX,Portion controlled steaks and patties,108452,2543376
AM0293,AM,1997,2657,,TX,Folding paperboard boxes and sanitary food containers,206376,6434349
AM0294,AM,1997,2752,,TX,Lithographic printing,113408,2056565
AM0295,AM,1997,3317,,TX,"Drill pipe, drill tubing, and well casings",629097,28927316
AM0296,AM,1997,2891,,TX,"Adhesives, sealants, coatings, and mastics",62808,977433
AM0297,AM,1997,3441,,TX,"Steel fabrication, structural steel baseplates for gas turbi",258792,4229191
AM0298,AM,1997,3089,,TX,"Molded plastic products, steel molds for plastic and rubber",233713,6947831
AM0299,AM,1997,3812,,TX,"Printed wiring assemblies for airborne radar equipment, moda",206620,7104338
AM0300,AM,1997,3491,,TX,Industrial metal-seated ball valves,73563,1280774
AM0301,AM,1997,2011,,TX,"Processed beef and chicken, and other meat and poultry",96608,2124267
AM0302,AM,1997,3564,,TX,blowers and fans,27671,643611
AM0303,AM,1997,2677,,TX,Envelopes,145729,4135405
AM0304,AM,1997,2096,,TX,Baked tortilla chips,31662,971278
AM0305,AM,1997,3443,,TX,"Storage tanks, pressure vessels, plate fabrication, painting",86929,1803341
AM0306,AM,1997,2631,,TX,"Clay coated paperboard, gravure preprinted corrugated paperb",376438,11630715
AM0307,AM,1997,3089,,TX,Extruded sign holders,166644,3754103
AM0308,AM,1997,3491,,TX,Valves and abrasion resistant steel plates,233974,6163834
AM0309,AM,1997,3317,,TX,Carbon steel pipe,363248,9011137
AM0310,AM,1997,3089,,TX,"Ice chests, canoes",407233,16813892
AM0311,AM,1998,2026,,TX,"Milk, ice cream",153687,8499414
AM0312,AM,1998,3462,,TX,Steel and aluminum forgings,45952,757913
AM0313,AM,1998,3296,,TX,Rockwool insulation,469322,19418816
AM0314,AM,1998,2086,,TX,"Soft drinks, bottled water",178462,4595252
AM0315,AM,1998,2761,,TX,Custom computer snap out forms,73090,1630715
AM0316,AM,1998,3646,,TX,Industrial and marine lighting fixtures,94031,1413247
AM0317,AM,1998,2952,,TX,Asphalt roofing shingles,129724,5788394
AM0318,AM,1998,3089,,TX,"Underground fiberglass fuel storage tanks, fiberglass manhol",106700,3542790
AM0319,AM,1998,2221,,TX,Fiberglass fabrics,212480,4907972
AM0320,AM,1998,2653,,TX,Corrugated boxes and sheeting,205973,5422919
AM0321,AM,1998,3715,,TX,Truck and van trailers,81041,1043083
AM0322,AM,1998,3295,,TX,Ground limestone,702586,16172040
AM0323,AM,1998,3315,,TX,"Steel wire drawing, straight cut steel wire, welded wire mes",160353,5783705
AM0324,AM,1998,3446,,TX,"Architectural metal work, mostly gratings and walkways",141913,3808910
AM0325,AM,1998,2041,,TX,Flour and flour by-products,186294,5152403
AM0326,AM,1998,3089,,TX,Injection molded industrial and household products,149060,4437280
AM0327,AM,1998,3087,,TX,"Plastic compounding, electrical non-metallic tubing and cond",337033,9291325
AM0328,AM,1998,3462,,TX,"Steel and non-ferrous metal forgings, heat treating of metal",443290,11325029
AM0329,AM,1998,2293,,TX,Polyester fiber for apparel insulation and furniture,119859,3348183
AM0330,AM,1998,3354,,TX,Aluminum extruded products,166967,2341735
AM0331,AM,1998,2672,,TX,Pressure sensitive labels,130698,3567702
AM0332,AM,1998,3325,,TX,Steel centrifugal castings,227691,4974502
AM0333,AM,1998,3448,,TX,metal building components,19687,433470
AM0334,AM,1998,3471,,TX,Leveling of steel coils,98773,1532239
AM0335,AM,1998,3496,,TX,Wire beverage racks,25774,391559
AM0336,AM,1999,3496,,TX,Coops for transportation of live poultry,52686,992966
AM0337,AM,1999,3533,,TX,Oil field rock drill bits,811503,31501759
AM0338,AM,1999,3281,,TX,Cut and polished granite blocks and slabs,347764,7788980
AM0339,AM,1999,2047,,TX,"Dry dog, cat, and horse feed",270390,8271981
AM0340,AM,1999,2952,,TX,"Saturated felt, and coated roofing paper",44765,1117819
AM0341,AM,1999,3275,,TX,Gypsum wallboard,1399546,50674678
AM0342,AM,1999,3678,,TX,Assembly of electronic connectors,38631,1143025
AM0343,AM,1999,3612,,TX,"Transformers, switchgear",49650,1221278
AM0344,AM,1999,3275,,TX,Gypsum wallboard,489429,14997656
AM0345,AM,1999,3317,,TX,steel tubing,113676,2546307
AM0346,AM,1999,2086,,TX,Soft drinks,52726,1387456
AM0347,AM,1999,2844,,TX,Skin and hair care products,132849,3697245
AM0348,AM,1999,3533,,TX,"Blow out preventors, drilling riser components",132735,2270516
AM0349,AM,1999,3053,,TX,spiral wound and heat exchanger gaskets,122861,1976260
AM0350,AM,1999,3494,,TX,"flanges, pressure vessel nozzles",114038,2383353
AM0351,AM,1999,3089,,TX,Plastic insulated beverage containers,233532,6391266
AM0352,AM,1999,3533,,TX,"Fracturing units, blenders, coiled tubing units, data vans,",113873,2112544
